OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,ISO Dates
ORD200421,"Sunday, October 15, 2023",C50683,Chair,2,288.21,769 Main St,Debit Card,Cancelled,TRK53032122,5,NoCoupon,Email,576.42,15-10-2023
ORD200424,"Wednesday, April 12, 2023",C49491,Chair,5,22.94,339 Main St,Cash,Pending,TRK64012257,10,NoCoupon,Email,114.7,12-04-2023
ORD200425,"Thursday, March 9, 2023",C40648,Laptop,2,301.88,488 Main St,Gift Card,Returned,TRK25325993,5,WINTER15,Email,603.76,09-03-2023
ORD200428,"Tuesday, November 26, 2024",C77085,Chair,4,262.58,895 Main St,Online,Cancelled,TRK57227640,8,WINTER15,Email,1050.32,26-11-2024
ORD200441,"Wednesday, December 13, 2023",C52915,Printer,2,328.54,475 Main St,Gift Card,Returned,TRK79466982,6,FREESHIP,Email,657.08,13-12-2023
ORD200451,"Saturday, April 1, 2023",C14837,Monitor,1,183.18,647 Main St,Debit Card,Cancelled,TRK17501136,6,SAVE10,Email,183.18,01-04-2023
ORD200458,"Tuesday, July 2, 2024",C31412,Monitor,4,510.58,196 Main St,Credit Card,Returned,TRK61946127,7,WINTER15,Email,2042.32,02-07-2024
ORD200467,"Friday, August 30, 2024",C36492,Desk,1,45.94,572 Main St,Cash,Cancelled,TRK44350440,2,WINTER15,Email,45.94,30-08-2024
ORD200468,"Saturday, June 21, 2025",C90110,Phone,1,418.36,998 Main St,Credit Card,Delivered,TRK60203957,5,FREESHIP,Email,418.36,21-06-2025
ORD200470,"Friday, September 29, 2023",C25149,Tablet,4,263.62,672 Main St,Cash,Shipped,TRK33538608,5,SAVE10,Email,1054.48,29-09-2023
ORD200488,"Thursday, December 5, 2024",C81573,Chair,1,36.65,556 Main St,Online,Cancelled,TRK96522994,1,WINTER15,Email,36.65,05-12-2024
ORD200489,"Tuesday, September 5, 2023",C11940,Tablet,3,149.34,589 Main St,Gift Card,Cancelled,TRK85466461,7,WINTER15,Email,448.02,05-09-2023
ORD200502,"Saturday, May 20, 2023",C69332,Monitor,3,565.25,745 Main St,Debit Card,Returned,TRK65718848,7,SAVE10,Email,1695.75,20-05-2023
ORD200505,"Sunday, June 11, 2023",C36014,Printer,2,434.97,558 Main St,Online,Shipped,TRK97246526,7,NoCoupon,Email,869.94,11-06-2023
ORD200507,"Wednesday, July 5, 2023",C86481,Phone,1,171.59,546 Main St,Credit Card,Pending,TRK87513944,5,WINTER15,Email,171.59,05-07-2023
ORD200510,"Monday, December 16, 2024",C72533,Printer,1,376.76,389 Main St,Debit Card,Delivered,TRK51288986,5,SAVE10,Email,376.76,16-12-2024
ORD200511,"Friday, March 15, 2024",C11415,Monitor,5,575.24,267 Main St,Cash,Delivered,TRK65061457,7,WINTER15,Email,2876.2,15-03-2024
ORD200519,"Saturday, May 10, 2025",C71797,Laptop,4,464.29,941 Main St,Debit Card,Returned,TRK66010667,5,SAVE10,Email,1857.16,10-05-2025
ORD200522,"Saturday, April 20, 2024",C66254,Chair,1,515.32,740 Main St,Gift Card,Cancelled,TRK82843861,1,FREESHIP,Email,515.32,20-04-2024
ORD200525,"Sunday, December 3, 2023",C54499,Monitor,1,668.48,160 Main St,Debit Card,Shipped,TRK18061555,1,SAVE10,Email,668.48,03-12-2023
ORD200532,"Saturday, May 3, 2025",C47365,Laptop,2,41,369 Main St,Online,Delivered,TRK42207882,7,NoCoupon,Email,82,03-05-2025
ORD200534,"Thursday, June 6, 2024",C73289,Chair,3,648.59,906 Main St,Debit Card,Cancelled,TRK70872738,4,SAVE10,Email,1945.77,06-06-2024
ORD200535,"Wednesday, July 24, 2024",C48649,Monitor,3,68.12,332 Main St,Online,Cancelled,TRK45821445,3,FREESHIP,Email,204.36,24-07-2024
ORD200536,"Sunday, June 9, 2024",C18724,Chair,1,616.1,124 Main St,Cash,Returned,TRK52508861,6,NoCoupon,Email,616.1,09-06-2024
ORD200538,"Friday, May 24, 2024",C61280,Phone,3,490.74,100 Main St,Cash,Shipped,TRK95487711,3,WINTER15,Email,1472.22,24-05-2024
ORD200542,"Tuesday, November 14, 2023",C49726,Tablet,1,17.98,934 Main St,Cash,Cancelled,TRK20739460,6,FREESHIP,Email,17.98,14-11-2023
ORD200551,"Thursday, May 18, 2023",C23947,Laptop,1,120.98,353 Main St,Debit Card,Delivered,TRK74812710,6,WINTER15,Email,120.98,18-05-2023
ORD200559,"Monday, April 15, 2024",C22981,Desk,3,157.4,454 Main St,Debit Card,Cancelled,TRK10115285,7,WINTER15,Email,472.2,15-04-2024
ORD200560,"Tuesday, January 31, 2023",C33634,Monitor,4,588.85,524 Main St,Gift Card,Pending,TRK93168008,7,NoCoupon,Email,2355.4,31-01-2023
ORD200562,"Friday, October 6, 2023",C76675,Laptop,3,663.93,922 Main St,Gift Card,Returned,TRK28043915,6,FREESHIP,Email,1991.79,06-10-2023
ORD200566,"Thursday, April 18, 2024",C83223,Phone,4,162.71,167 Main St,Cash,Cancelled,TRK54339083,7,FREESHIP,Email,650.84,18-04-2024
ORD200567,"Monday, September 30, 2024",C92575,Chair,5,492.94,153 Main St,Cash,Shipped,TRK53579227,10,FREESHIP,Email,2464.7,30-09-2024
ORD200574,"Wednesday, January 24, 2024",C29685,Chair,5,384.69,275 Main St,Credit Card,Pending,TRK97733212,6,FREESHIP,Email,1923.45,24-01-2024
ORD200590,"Sunday, September 10, 2023",C55757,Printer,2,461.13,175 Main St,Gift Card,Returned,TRK27356242,4,NoCoupon,Email,922.26,10-09-2023
ORD200594,"Wednesday, February 21, 2024",C40140,Phone,5,72.64,598 Main St,Credit Card,Cancelled,TRK12671989,7,NoCoupon,Email,363.2,21-02-2024
ORD200595,"Friday, January 10, 2025",C72596,Printer,2,385.16,491 Main St,Online,Pending,TRK83870446,7,SAVE10,Email,770.32,10-01-2025
ORD200597,"Monday, November 25, 2024",C40538,Desk,2,211.82,700 Main St,Gift Card,Cancelled,TRK29821356,4,WINTER15,Email,423.64,25-11-2024
ORD200613,"Thursday, December 19, 2024",C62405,Laptop,2,230.36,154 Main St,Online,Returned,TRK14721763,4,WINTER15,Email,460.72,19-12-2024
ORD200624,"Tuesday, January 16, 2024",C25967,Tablet,5,341.96,747 Main St,Debit Card,Delivered,TRK88559278,6,NoCoupon,Email,1709.8,16-01-2024
ORD200625,"Sunday, September 24, 2023",C22123,Tablet,1,672.89,519 Main St,Credit Card,Pending,TRK43250279,1,WINTER15,Email,672.89,24-09-2023
ORD200627,"Sunday, August 6, 2023",C53334,Chair,3,498.68,879 Main St,Online,Returned,TRK31724421,4,FREESHIP,Email,1496.04,06-08-2023
ORD200638,"Sunday, October 15, 2023",C66840,Tablet,4,578.27,547 Main St,Online,Delivered,TRK76929637,9,WINTER15,Email,2313.08,15-10-2023
ORD200642,"Monday, April 29, 2024",C15063,Chair,5,85.22,527 Main St,Credit Card,Cancelled,TRK10329390,7,FREESHIP,Email,426.1,29-04-2024
ORD200644,"Wednesday, November 15, 2023",C86524,Chair,2,366.23,961 Main St,Cash,Shipped,TRK62490506,2,WINTER15,Email,732.46,15-11-2023
ORD200649,"Saturday, December 23, 2023",C45899,Monitor,2,642.98,153 Main St,Debit Card,Returned,TRK32932093,7,FREESHIP,Email,1285.96,23-12-2023
ORD200650,"Thursday, May 18, 2023",C74499,Desk,2,372.23,518 Main St,Gift Card,Delivered,TRK93767278,7,SAVE10,Email,744.46,18-05-2023
ORD200655,"Tuesday, March 14, 2023",C22101,Chair,2,132.6,262 Main St,Debit Card,Cancelled,TRK70711522,4,WINTER15,Email,265.2,14-03-2023
ORD200659,"Saturday, October 26, 2024",C24301,Phone,2,642.04,964 Main St,Gift Card,Delivered,TRK55000075,4,WINTER15,Email,1284.08,26-10-2024
ORD200666,"Saturday, August 31, 2024",C35711,Monitor,4,327.12,788 Main St,Credit Card,Cancelled,TRK45281495,4,NoCoupon,Email,1308.48,31-08-2024
ORD200667,"Wednesday, May 3, 2023",C10477,Laptop,1,466.42,172 Main St,Gift Card,Pending,TRK41505339,5,SAVE10,Email,466.42,03-05-2023
ORD200673,"Tuesday, February 21, 2023",C46504,Tablet,2,372.92,131 Main St,Credit Card,Delivered,TRK95024356,7,SAVE10,Email,745.84,21-02-2023
ORD200675,"Tuesday, August 6, 2024",C97749,Desk,3,342.02,906 Main St,Debit Card,Pending,TRK90233116,5,NoCoupon,Email,1026.06,06-08-2024
ORD200681,"Tuesday, January 30, 2024",C38262,Tablet,1,155.27,548 Main St,Debit Card,Shipped,TRK47300502,6,NoCoupon,Email,155.27,30-01-2024
ORD200684,"Sunday, September 22, 2024",C96583,Printer,4,34.84,288 Main St,Credit Card,Shipped,TRK64353241,8,NoCoupon,Email,139.36,22-09-2024
ORD200685,"Friday, February 7, 2025",C64579,Desk,1,234.37,638 Main St,Debit Card,Shipped,TRK10276565,5,FREESHIP,Email,234.37,07-02-2025
ORD200694,"Monday, October 2, 2023",C92049,Printer,4,666.52,619 Main St,Cash,Shipped,TRK32287092,8,FREESHIP,Email,2666.08,02-10-2023
ORD200695,"Saturday, November 23, 2024",C52604,Printer,5,101.3,553 Main St,Online,Shipped,TRK48839788,7,FREESHIP,Email,506.5,23-11-2024
ORD200697,"Tuesday, February 4, 2025",C27430,Printer,5,94.85,788 Main St,Cash,Shipped,TRK45025840,6,WINTER15,Email,474.25,04-02-2025
ORD200701,"Sunday, June 23, 2024",C75456,Monitor,3,92.22,115 Main St,Credit Card,Delivered,TRK90519490,5,FREESHIP,Email,276.66,23-06-2024
ORD200702,"Sunday, June 9, 2024",C33315,Printer,3,562.55,154 Main St,Debit Card,Returned,TRK43589369,6,NoCoupon,Email,1687.65,09-06-2024
ORD200703,"Wednesday, March 22, 2023",C89336,Desk,1,92.79,799 Main St,Cash,Pending,TRK47665103,3,WINTER15,Email,92.79,22-03-2023
ORD200715,"Friday, July 26, 2024",C68266,Printer,3,653.63,281 Main St,Online,Delivered,TRK96161062,7,FREESHIP,Email,1960.89,26-07-2024
ORD200717,"Monday, October 16, 2023",C50087,Chair,3,122.11,707 Main St,Online,Delivered,TRK31143760,4,WINTER15,Email,366.33,16-10-2023
ORD200721,"Monday, March 18, 2024",C46557,Desk,2,118.59,890 Main St,Credit Card,Delivered,TRK56110689,2,NoCoupon,Email,237.18,18-03-2024
ORD200728,"Monday, July 29, 2024",C10154,Desk,4,325.76,827 Main St,Gift Card,Shipped,TRK79793300,8,WINTER15,Email,1303.04,29-07-2024
ORD200730,"Saturday, February 22, 2025",C77357,Phone,1,474.6,407 Main St,Debit Card,Delivered,TRK91943923,4,SAVE10,Email,474.6,22-02-2025
ORD200731,"Friday, June 7, 2024",C71310,Printer,5,584.46,308 Main St,Credit Card,Returned,TRK48292586,8,NoCoupon,Email,2922.3,07-06-2024
ORD200733,"Monday, December 4, 2023",C90757,Tablet,4,494.84,694 Main St,Cash,Returned,TRK87991608,8,SAVE10,Email,1979.36,04-12-2023
ORD200735,"Friday, June 28, 2024",C94508,Monitor,4,44.07,359 Main St,Debit Card,Pending,TRK13443264,6,NoCoupon,Email,176.28,28-06-2024
ORD200738,"Wednesday, June 4, 2025",C96261,Phone,2,485.37,264 Main St,Credit Card,Shipped,TRK44998396,5,SAVE10,Email,970.74,04-06-2025
ORD200745,"Thursday, March 2, 2023",C73813,Printer,4,111.3,364 Main St,Debit Card,Pending,TRK89906749,7,FREESHIP,Email,445.2,02-03-2023
ORD200750,"Saturday, January 14, 2023",C14737,Tablet,4,145.41,637 Main St,Credit Card,Returned,TRK10295115,7,FREESHIP,Email,581.64,14-01-2023
ORD200754,"Saturday, May 31, 2025",C48846,Printer,2,452.05,983 Main St,Credit Card,Returned,TRK52804097,3,WINTER15,Email,904.1,31-05-2025
ORD200755,"Tuesday, June 13, 2023",C54160,Desk,3,336.71,658 Main St,Credit Card,Pending,TRK60515972,4,NoCoupon,Email,1010.13,13-06-2023
ORD200762,"Tuesday, September 17, 2024",C12444,Phone,3,76.96,611 Main St,Cash,Returned,TRK97621403,8,FREESHIP,Email,230.88,17-09-2024
ORD200763,"Thursday, April 6, 2023",C79142,Laptop,1,569.96,533 Main St,Online,Delivered,TRK30915955,4,FREESHIP,Email,569.96,06-04-2023
ORD200764,"Sunday, March 10, 2024",C35983,Laptop,5,627.43,806 Main St,Credit Card,Cancelled,TRK14016163,10,FREESHIP,Email,3137.15,10-03-2024
ORD200768,"Monday, September 4, 2023",C35987,Tablet,5,653.46,165 Main St,Cash,Cancelled,TRK28918815,9,WINTER15,Email,3267.3,04-09-2023
ORD200769,"Thursday, July 6, 2023",C13366,Printer,4,678.55,568 Main St,Cash,Delivered,TRK98691410,5,NoCoupon,Email,2714.2,06-07-2023
ORD200779,"Friday, December 1, 2023",C18076,Phone,3,588.74,751 Main St,Debit Card,Pending,TRK26661705,8,FREESHIP,Email,1766.22,01-12-2023
ORD200789,"Thursday, August 17, 2023",C57276,Tablet,5,691.28,183 Main St,Online,Delivered,TRK75899752,10,SAVE10,Email,3456.4,17-08-2023
ORD200791,"Saturday, January 13, 2024",C49710,Chair,4,409.28,956 Main St,Cash,Pending,TRK92591237,8,NoCoupon,Email,1637.12,13-01-2024
ORD200798,"Monday, May 19, 2025",C20861,Phone,5,488.35,968 Main St,Debit Card,Returned,TRK89372013,9,FREESHIP,Email,2441.75,19-05-2025
ORD200799,"Sunday, April 16, 2023",C26364,Laptop,4,328.56,803 Main St,Debit Card,Returned,TRK78924436,4,FREESHIP,Email,1314.24,16-04-2023
ORD200802,"Saturday, February 17, 2024",C84331,Chair,5,644.64,205 Main St,Gift Card,Cancelled,TRK34440714,6,FREESHIP,Email,3223.2,17-02-2024
ORD200804,"Monday, January 1, 2024",C76362,Chair,3,236.5,916 Main St,Online,Delivered,TRK11868618,8,FREESHIP,Email,709.5,01-01-2024
ORD200805,"Tuesday, October 15, 2024",C59278,Laptop,5,472.01,178 Main St,Gift Card,Cancelled,TRK14590037,10,SAVE10,Email,2360.05,15-10-2024
ORD200811,"Sunday, November 5, 2023",C24769,Laptop,2,28.55,864 Main St,Gift Card,Shipped,TRK44538305,7,SAVE10,Email,57.1,05-11-2023
ORD200813,"Saturday, March 15, 2025",C12813,Laptop,5,292.54,263 Main St,Debit Card,Cancelled,TRK36131660,8,FREESHIP,Email,1462.7,15-03-2025
ORD200817,"Thursday, October 5, 2023",C87994,Chair,4,598.19,430 Main St,Credit Card,Delivered,TRK98883971,7,WINTER15,Email,2392.76,05-10-2023
ORD200820,"Saturday, May 27, 2023",C35377,Phone,5,623.81,171 Main St,Cash,Returned,TRK17342157,6,FREESHIP,Email,3119.05,27-05-2023
ORD200826,"Saturday, March 8, 2025",C43249,Printer,3,463.81,283 Main St,Online,Returned,TRK32469820,8,WINTER15,Email,1391.43,08-03-2025
ORD200830,"Wednesday, December 11, 2024",C90310,Tablet,4,190.64,853 Main St,Cash,Delivered,TRK70028457,5,SAVE10,Email,762.56,11-12-2024
ORD200837,"Saturday, June 14, 2025",C88029,Chair,5,655.55,282 Main St,Online,Delivered,TRK59701278,5,NoCoupon,Email,3277.75,14-06-2025
ORD200847,"Monday, November 18, 2024",C48176,Printer,4,434.23,670 Main St,Online,Shipped,TRK90560300,8,FREESHIP,Email,1736.92,18-11-2024
ORD200851,"Tuesday, December 12, 2023",C80183,Laptop,1,365.57,146 Main St,Online,Cancelled,TRK20814598,5,SAVE10,Email,365.57,12-12-2023
ORD200855,"Thursday, May 25, 2023",C41331,Monitor,5,240.61,785 Main St,Credit Card,Shipped,TRK94198179,10,FREESHIP,Email,1203.05,25-05-2023
ORD200866,"Friday, July 26, 2024",C39664,Desk,5,189.25,693 Main St,Debit Card,Cancelled,TRK39917741,10,WINTER15,Email,946.25,26-07-2024
ORD200871,"Thursday, May 16, 2024",C93768,Tablet,3,324.3,720 Main St,Debit Card,Pending,TRK22024707,8,FREESHIP,Email,972.9,16-05-2024
ORD200872,"Monday, July 10, 2023",C59169,Chair,4,629.34,172 Main St,Cash,Shipped,TRK90883858,7,NoCoupon,Email,2517.36,10-07-2023
ORD200877,"Thursday, July 25, 2024",C43867,Tablet,1,524.06,269 Main St,Debit Card,Pending,TRK97319127,3,FREESHIP,Email,524.06,25-07-2024
ORD200889,"Sunday, October 27, 2024",C36725,Monitor,5,650.72,350 Main St,Credit Card,Cancelled,TRK16808790,8,WINTER15,Email,3253.6,27-10-2024
ORD200903,"Wednesday, May 17, 2023",C80868,Monitor,3,473.49,205 Main St,Credit Card,Pending,TRK56186636,7,NoCoupon,Email,1420.47,17-05-2023
ORD200906,"Tuesday, September 3, 2024",C49938,Monitor,1,62.12,141 Main St,Cash,Returned,TRK80175572,2,NoCoupon,Email,62.12,03-09-2024
ORD200912,"Monday, January 22, 2024",C67604,Desk,2,139.69,318 Main St,Online,Returned,TRK85545920,7,FREESHIP,Email,279.38,22-01-2024
ORD200924,"Saturday, March 22, 2025",C81319,Printer,5,268.43,991 Main St,Cash,Returned,TRK55330558,5,SAVE10,Email,1342.15,22-03-2025
ORD200925,"Friday, December 20, 2024",C78500,Monitor,5,502.47,304 Main St,Online,Shipped,TRK97460884,10,WINTER15,Email,2512.35,20-12-2024
ORD200926,"Wednesday, March 20, 2024",C67533,Desk,1,26.95,672 Main St,Cash,Delivered,TRK14566395,1,WINTER15,Email,26.95,20-03-2024
ORD200929,"Wednesday, October 16, 2024",C67936,Tablet,2,536.25,553 Main St,Debit Card,Pending,TRK71803414,3,NoCoupon,Email,1072.5,16-10-2024
ORD200930,"Monday, December 16, 2024",C59554,Phone,2,456.04,382 Main St,Debit Card,Returned,TRK28182447,4,FREESHIP,Email,912.08,16-12-2024
ORD200937,"Tuesday, January 16, 2024",C39791,Chair,2,298.53,536 Main St,Debit Card,Cancelled,TRK46221436,5,WINTER15,Email,597.06,16-01-2024
ORD200942,"Friday, September 29, 2023",C17591,Tablet,1,479.76,882 Main St,Credit Card,Pending,TRK56070470,1,NoCoupon,Email,479.76,29-09-2023
ORD200946,"Saturday, May 4, 2024",C65021,Phone,2,404.96,546 Main St,Cash,Shipped,TRK20626179,4,SAVE10,Email,809.92,04-05-2024
ORD200947,"Thursday, September 7, 2023",C85520,Phone,4,465.66,119 Main St,Online,Returned,TRK65994177,9,FREESHIP,Email,1862.64,07-09-2023
ORD200951,"Monday, July 22, 2024",C74928,Printer,2,306.24,589 Main St,Online,Returned,TRK39845914,4,FREESHIP,Email,612.48,22-07-2024
ORD200958,"Saturday, May 13, 2023",C82685,Desk,3,158.66,537 Main St,Gift Card,Delivered,TRK70184320,7,WINTER15,Email,475.98,13-05-2023
ORD200965,"Wednesday, June 18, 2025",C70412,Laptop,4,578.28,791 Main St,Gift Card,Cancelled,TRK22192783,5,FREESHIP,Email,2313.12,18-06-2025
ORD200974,"Wednesday, September 27, 2023",C30722,Desk,5,266.78,274 Main St,Gift Card,Cancelled,TRK52088168,5,NoCoupon,Email,1333.9,27-09-2023
ORD200975,"Thursday, May 18, 2023",C70529,Desk,1,105.92,974 Main St,Gift Card,Returned,TRK82165408,6,SAVE10,Email,105.92,18-05-2023
ORD200981,"Sunday, November 26, 2023",C12609,Phone,4,136.83,490 Main St,Debit Card,Pending,TRK56379337,8,SAVE10,Email,547.32,26-11-2023
ORD200983,"Sunday, November 24, 2024",C67528,Monitor,4,296.28,110 Main St,Gift Card,Shipped,TRK60865210,5,SAVE10,Email,1185.12,24-11-2024
ORD200986,"Saturday, September 7, 2024",C69213,Laptop,4,644.96,533 Main St,Credit Card,Pending,TRK67837331,7,FREESHIP,Email,2579.84,07-09-2024
ORD201000,"Wednesday, June 21, 2023",C90132,Printer,5,260.93,582 Main St,Online,Delivered,TRK52664903,9,SAVE10,Email,1304.65,21-06-2023
ORD201009,"Saturday, September 2, 2023",C54494,Tablet,2,176.46,696 Main St,Credit Card,Delivered,TRK95958645,2,FREESHIP,Email,352.92,02-09-2023
ORD201010,"Friday, March 31, 2023",C33729,Monitor,3,659.57,533 Main St,Credit Card,Cancelled,TRK35649833,6,SAVE10,Email,1978.71,31-03-2023
ORD201014,"Sunday, February 4, 2024",C92548,Tablet,5,226.45,160 Main St,Debit Card,Returned,TRK21682892,6,FREESHIP,Email,1132.25,04-02-2024
ORD201016,"Friday, December 29, 2023",C20257,Tablet,5,268.78,669 Main St,Debit Card,Delivered,TRK62135578,7,WINTER15,Email,1343.9,29-12-2023
ORD201021,"Monday, October 23, 2023",C74519,Phone,3,315.27,309 Main St,Credit Card,Cancelled,TRK97351945,4,SAVE10,Email,945.81,23-10-2023
ORD201029,"Saturday, March 1, 2025",C44733,Desk,1,87.06,851 Main St,Credit Card,Shipped,TRK41500198,4,FREESHIP,Email,87.06,01-03-2025
ORD201030,"Monday, October 2, 2023",C61773,Phone,4,245.28,176 Main St,Credit Card,Delivered,TRK12936357,6,WINTER15,Email,981.12,02-10-2023
ORD201031,"Tuesday, February 28, 2023",C59183,Phone,5,664.51,136 Main St,Debit Card,Pending,TRK18129706,8,SAVE10,Email,3322.55,28-02-2023
ORD201045,"Friday, September 20, 2024",C11893,Laptop,5,316.4,671 Main St,Gift Card,Returned,TRK72012758,7,NoCoupon,Email,1582,20-09-2024
ORD201055,"Monday, October 23, 2023",C10787,Monitor,4,274.82,932 Main St,Debit Card,Delivered,TRK91512567,9,WINTER15,Email,1099.28,23-10-2023
ORD201070,"Friday, September 6, 2024",C46873,Desk,4,491.29,496 Main St,Debit Card,Pending,TRK10926575,6,NoCoupon,Email,1965.16,06-09-2024
ORD201078,"Saturday, March 18, 2023",C62627,Desk,1,41.09,881 Main St,Online,Returned,TRK90060232,4,WINTER15,Email,41.09,18-03-2023
ORD201079,"Thursday, June 20, 2024",C89979,Phone,5,634,144 Main St,Gift Card,Delivered,TRK99055909,8,NoCoupon,Email,3170,20-06-2024
ORD201082,"Friday, October 6, 2023",C96595,Chair,3,573.22,177 Main St,Debit Card,Pending,TRK59779174,5,SAVE10,Email,1719.66,06-10-2023
ORD201083,"Tuesday, July 9, 2024",C68508,Chair,1,123.28,895 Main St,Credit Card,Delivered,TRK98960285,3,SAVE10,Email,123.28,09-07-2024
ORD201091,"Tuesday, October 8, 2024",C16400,Laptop,3,209.48,123 Main St,Debit Card,Pending,TRK57771859,4,NoCoupon,Email,628.44,08-10-2024
ORD201092,"Monday, August 21, 2023",C38642,Laptop,5,209.2,930 Main St,Debit Card,Delivered,TRK47744396,6,WINTER15,Email,1046,21-08-2023
ORD201095,"Tuesday, April 23, 2024",C33051,Phone,2,441.54,397 Main St,Online,Delivered,TRK92929755,2,SAVE10,Email,883.08,23-04-2024
ORD201098,"Saturday, June 17, 2023",C91103,Monitor,4,255.86,155 Main St,Credit Card,Delivered,TRK91653000,7,NoCoupon,Email,1023.44,17-06-2023
ORD201099,"Thursday, September 19, 2024",C21953,Laptop,2,125.23,272 Main St,Cash,Cancelled,TRK60774796,3,FREESHIP,Email,250.46,19-09-2024
ORD201101,"Sunday, June 8, 2025",C43546,Monitor,3,161.97,904 Main St,Cash,Pending,TRK85871121,4,SAVE10,Email,485.91,08-06-2025
ORD201110,"Sunday, February 25, 2024",C12472,Chair,3,84.31,912 Main St,Credit Card,Shipped,TRK36103184,3,SAVE10,Email,252.93,25-02-2024
ORD201118,"Friday, May 24, 2024",C58168,Phone,3,251.48,359 Main St,Credit Card,Returned,TRK99102265,4,NoCoupon,Email,754.44,24-05-2024
ORD201119,"Sunday, November 24, 2024",C99024,Laptop,1,684.65,250 Main St,Credit Card,Delivered,TRK24675988,1,FREESHIP,Email,684.65,24-11-2024
ORD201127,"Saturday, March 15, 2025",C69396,Printer,3,602.75,920 Main St,Credit Card,Shipped,TRK33155049,6,SAVE10,Email,1808.25,15-03-2025
ORD201132,"Monday, December 2, 2024",C58858,Chair,2,337.32,948 Main St,Credit Card,Cancelled,TRK30406357,4,SAVE10,Email,674.64,02-12-2024
ORD201141,"Sunday, February 16, 2025",C11998,Chair,3,498.66,382 Main St,Cash,Cancelled,TRK26707221,6,NoCoupon,Email,1495.98,16-02-2025
ORD201142,"Friday, August 23, 2024",C23405,Phone,4,695.1,484 Main St,Debit Card,Returned,TRK83678708,8,NoCoupon,Email,2780.4,23-08-2024
ORD201143,"Monday, April 3, 2023",C41132,Chair,1,381.61,114 Main St,Debit Card,Pending,TRK51040137,5,NoCoupon,Email,381.61,03-04-2023
ORD201147,"Thursday, January 2, 2025",C19759,Chair,2,588.3,234 Main St,Online,Pending,TRK22515454,2,FREESHIP,Email,1176.6,02-01-2025
ORD201148,"Tuesday, June 25, 2024",C54886,Phone,1,355.15,442 Main St,Cash,Returned,TRK66241930,2,SAVE10,Email,355.15,25-06-2024
ORD201160,"Wednesday, September 4, 2024",C40466,Desk,1,541.64,449 Main St,Debit Card,Shipped,TRK70255168,5,SAVE10,Email,541.64,04-09-2024
ORD201161,"Monday, October 16, 2023",C32570,Phone,1,11.39,826 Main St,Cash,Cancelled,TRK35969968,6,WINTER15,Email,11.39,16-10-2023
ORD201164,"Monday, January 8, 2024",C65890,Tablet,5,315.57,340 Main St,Debit Card,Delivered,TRK64530489,6,WINTER15,Email,1577.85,08-01-2024
ORD201166,"Monday, July 31, 2023",C95568,Chair,3,324.47,971 Main St,Cash,Delivered,TRK37075292,4,WINTER15,Email,973.41,31-07-2023
ORD201170,"Thursday, August 3, 2023",C94257,Printer,2,697.19,762 Main St,Cash,Returned,TRK40220743,7,FREESHIP,Email,1394.38,03-08-2023
ORD201173,"Friday, October 4, 2024",C82921,Monitor,1,208.36,703 Main St,Online,Shipped,TRK31079911,4,FREESHIP,Email,208.36,04-10-2024
ORD201174,"Monday, November 27, 2023",C50159,Printer,3,222.34,105 Main St,Credit Card,Returned,TRK53737452,5,WINTER15,Email,667.02,27-11-2023
ORD201176,"Sunday, August 13, 2023",C39260,Tablet,2,213.83,374 Main St,Debit Card,Cancelled,TRK55587314,2,WINTER15,Email,427.66,13-08-2023
ORD201187,"Wednesday, March 13, 2024",C26340,Desk,2,184.6,562 Main St,Gift Card,Delivered,TRK59962703,7,WINTER15,Email,369.2,13-03-2024
ORD201193,"Monday, June 16, 2025",C45104,Tablet,1,687.89,348 Main St,Cash,Returned,TRK38559816,1,FREESHIP,Email,687.89,16-06-2025
ORD201194,"Sunday, November 19, 2023",C29885,Printer,3,189.44,725 Main St,Cash,Pending,TRK62067865,4,FREESHIP,Email,568.32,19-11-2023
ORD200015,"Monday, July 17, 2023",C39416,Printer,1,473.96,942 Main St,Cash,Delivered,TRK54930938,3,NoCoupon,Google,473.96,17-07-2023
ORD200019,"Monday, January 23, 2023",C14552,Monitor,5,224,273 Main St,Cash,Returned,TRK59101365,9,SAVE10,Google,1120,23-01-2023
ORD200022,"Sunday, January 29, 2023",C34416,Monitor,2,49.62,633 Main St,Online,Pending,TRK75937350,2,SAVE10,Google,99.24,29-01-2023
ORD200027,"Thursday, February 22, 2024",C97593,Printer,1,472.74,881 Main St,Online,Shipped,TRK89117573,6,WINTER15,Google,472.74,22-02-2024
ORD200038,"Thursday, December 19, 2024",C15924,Laptop,1,245.89,549 Main St,Debit Card,Delivered,TRK14835975,3,SAVE10,Google,245.89,19-12-2024
ORD200048,"Saturday, August 26, 2023",C12408,Monitor,2,80.77,464 Main St,Debit Card,Shipped,TRK38938858,4,NoCoupon,Google,161.54,26-08-2023
ORD200077,"Friday, May 24, 2024",C50121,Phone,1,583.18,348 Main St,Credit Card,Returned,TRK79810059,5,NoCoupon,Google,583.18,24-05-2024
ORD200088,"Thursday, June 5, 2025",C75439,Desk,3,114.81,318 Main St,Gift Card,Cancelled,TRK19831653,7,NoCoupon,Google,344.43,05-06-2025
